word;etymology;related
aç|mak;<p> <b>Eski Türkçe</b> aynı anlama gelen <i>aç-</i> fiilinden evrilmiştir. </p>;"<p><a href=""?k=a%C3%A7%C4%B1&amp;lnk=1"" style=""text-decoration:underline;color:"">açı</a>, <a href=""?k=a%C3%A7%C4%B1k&amp;lnk=1"" style=""text-decoration:underline;color:"">açık</a>, <a href=""?k=a%C3%A7%C4%B1kla-&amp;lnk=1"" style=""text-decoration:underline;color:"">açıkla-</a>, <a href=""?k=a%C3%A7k%C4%B1&amp;lnk=1"" style=""text-decoration:underline;color:"">açkı</a>, <a href=""?k=a%C3%A7ma&amp;lnk=1"" style=""text-decoration:underline;color:"">açma</a>, <a href=""?k=a%C3%A7maz&amp;lnk=1"" style=""text-decoration:underline;color:"">açmaz</a>, <a href=""?k=kola%C3%A7an&amp;lnk=1"" style=""text-decoration:underline;color:"">kolaçan</a>, <a href=""?k=kula%C3%A7&amp;lnk=1"" style=""text-decoration:underline;color:"">kulaç</a> </p>"
adam;"<p> <b>Arapça</b> <i>Adm</i> kökünden gelen <i>ādam</i> آدم <span style=""visibility:hidden;font-size:0px"">z</span> ""1. insanların atası, Adem, 2. insanoğlu"" sözcüğünden alıntıdır. Arapça sözcük <b>İbranice </b> aynı anlama gelen <i>ˀādām</i> אָדָם <span style=""visibility:hidden;font-size:0px"">z</span> sözcüğünden alıntıdır. Bu sözcük <b>İbranice </b> <i>ˀādamā</i> אדמה <span style=""visibility:hidden;font-size:0px"">z</span> ""toprak"" sözcüğü ile eş kökenli olabilir; ancak bu kesin değildir. </p>";"<p><a href=""?k=adamc%C4%B1l&amp;lnk=1"" style=""text-decoration:underline;color:"">adamcıl</a>, <a href=""?k=beni%20Adem&amp;lnk=1"" style=""text-decoration:underline;color:"">beni Adem</a> </p>"
abajur;"<p> <b>Fransızca </b> <i>abat-jour</i> ""«gün-kısan», lamba siperi"" sözcüğünden alıntıdır. Fransızca sözcük <b>Fransızca </b> <i>abat</i> ""kısar"" (NOT: Bu sözcük <b>Fransızca </b> <i>abattre</i> ""kısmak, düşürmek"" fiilinden türetilmiştir. ) ve <b>Fransızca </b> <i>jour</i> ""gün, ışık"" sözcüklerinin bileşiğidir. (NOT: Fransızca sözcük <b>Latince</b> <i>diurnus</i> ""gün"" sözcüğünden evrilmiştir. Latince sözcük <b>Latince</b> <i>dies</i> ""gün, gündüz"" sözcüğünden türetilmiştir. ) </p>";"<p><a href=""?k=panjur&amp;lnk=1"" style=""text-decoration:underline;color:"">panjur</a> </p>"
aborda;"<p> <b>İtalyanca</b> <i>abborda</i> ""yanaş!"" sözcüğünden alıntıdır. İtalyanca sözcük <b>İtalyanca</b> <i>abbordare</i> ""yanaşmak, kenarına bitişmek"" fiilinden türetilmiştir. Bu sözcük <b>İtalyanca</b> <i>bordo</i> ""kenar, kıyı"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=p&amp;ww=ad%2B"">ad+</a> önekiyle türetilmiştir.</p>";
abes;"<p> <b>Arapça</b> <i>ˁbs̠</i> kökünden gelen <i>ˁabaṯ</i> عَبَث <span style=""visibility:hidden;font-size:0px"">z</span> ""oyalanma, boşa geçirilen zaman"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ˁabiṯa</i> عَبِثَ <span style=""visibility:hidden;font-size:0px"">z</span> ""oyalandı"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81al"">faˁal</a> vezninde masdarıdır. </p>";
aberasyon;"<p> <b>Fransızca </b> <i>aberration</i> ""sapma, yanlış yola girme"" sözcüğünden alıntıdır. Fransızca sözcük <b>Latince</b> aynı anlama gelen <i>aberratio</i> sözcüğünden alıntıdır. Bu sözcük <b>Latince</b> <i>aberrare</i> ""yoldan sapmak, hata etmek"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2B%28%29tion"">+()tion</a> ekiyle türetilmiştir. Latince fiil <b>Latince</b> <i>errare</i> ""dolaşmak, düz değil dolambaçlı gitmek, yoldan sapmak"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=p&amp;ww=ab%2B"">ab+</a> önekiyle türetilmiştir.</p>";
abur cubur;"<p> ""gürültülü yeme desi"" ses yansımalı sözcüğünden türetilmiştir. </p>";
abril;"<p> <b>Yeni Yunanca</b> <i>aprílios</i> απρίλιος <span style=""visibility:hidden;font-size:0px"">z</span> ""Nisan ayı"" sözcüğünden alıntıdır. Yunanca sözcük <b>Latince</b> aynı anlama gelen <i>aprilis</i> sözcüğünden alıntıdır. Bu sözcük <b>Etrüskçe </b> <i>Apru</i> ""Etrüsklerde bir tanrıça"" sözcüğünden türetilmiştir. </p>";
açelya;"<p> <b>İtalyanca</b> <i>azalea</i> ""kumlu toprakta yetişen bir çiçek"" sözcüğünden alıntıdır. İtalyanca sözcük <b>Yeni Latince</b> aynı anlama gelen <i>azalea</i> sözcüğünden alıntıdır. (İlk kullanımı: <u>Linnaeus, İsv. doğabilimci (1707-1778).</u>) Bu sözcük <b>Eski Yunanca</b> <i>azaléos</i> αζαλέος <span style=""visibility:hidden;font-size:0px"">z</span> ""susamış, susuzluktan yanan"" sözcüğünden türetilmiştir. Yunanca sözcük <b>Hintavrupa Anadilinde</b> yazılı örneği bulunmayan <i>*asd-</i> biçiminden evrilmiştir. Bu biçim <b>Hintavrupa Anadilinde</b> yazılı örneği bulunmayan <i>*as-</i> ""yanmak"" kökünden türetilmiştir. </p>";<p>açalya</p>
adenoid;"<p> <b>İngilizce </b> <i>adenoid</i> ""burun eti adı verilen lenf bezleri"" sözcüğünden alıntıdır. İngilizce sözcük <b>Eski Yunanca</b> <i>adenoeidēs</i> ἀδενοειδής <span style=""visibility:hidden;font-size:0px"">z</span> ""bez-benzeri"" sözcüğünden alıntıdır. Bu sözcük <b>Eski Yunanca</b> <i>adḗn, adénos</i> ἀδήν <span style=""visibility:hidden;font-size:0px"">z</span> ""gland, salgı bezi, özellikle pankreas veya uykuluk"" sözcüğünden türetilmiştir. </p>";
abone;"<p> <b>Fransızca </b> <i>abonné</i> ""(süreli bir yayın için) taahhüt etmiş"" veya <b>Fransızca </b> <i>s'abonner</i> ""taksitli borç üstlenmek, abone olmak"" sözcüğünden alıntıdır. (NOT: Bu sözcük <b>Geç Latince</b> aynı anlama gelen <i>abonare </i>veya<i> abornare</i> sözcüğünden evrilmiştir. ) Geç Latince sözcük <b>Fransızca </b> <i>bonne </i>veya<i> borne</i> ""sınır, vade"" sözcüğünden türetilmiş olabilir; ancak bu kesin değildir. </p>";<p>abonman</p>
adana;"<p> <i>Adana</i> ""kent adı"" <b>özel adından</b> türetilmiştir. </p>";
abdest;"<p> <b>Farsça</b> <i>ābdast </i>veya<i> āb-i dast</i> آبدست/آب دست <span style=""visibility:hidden;font-size:0px"">z</span> ""«el suyu», el yıkama, namaz öncesi törensel yıkanma"" deyiminden alıntıdır. </p>";
abullabut;"<p> <b>Türkiye Türkçesi</b> <i>ebū-lobūṭ</i> أبو اللبوط <span style=""visibility:hidden;font-size:0px"">z</span> ""«kalın sopalı», ahmak ve yabani kişi anlamında bir lakap"" sözcüğünden evrilmiştir. </p>";
acı;"<p> <b>Eski Türkçe</b> <i>açıġ</i> ""1. acı tad, 2. ağrı, sancı"" sözcüğünden evrilmiştir. Eski Türkçe sözcük <b>Eski Türkçe</b> <i>açı-</i> ""acımak"" fiilinden Eski Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=e&amp;ww=%2BI%28g%29"">+I(g)</a> ekiyle türetilmiştir.</p>";
abluka;"<p> <b>İtalyanca</b> <i>blocco</i> ""bahriyede bir limanı giriş çıkışı kesecek şekilde muhasara etme"" sözcüğünden alıntıdır. İtalyanca sözcük <b>Fransızca </b> aynı anlama gelen <i>blocus</i> sözcüğünden alıntıdır. Bu sözcük <b>Holandaca </b> <i>bloc-huis</i> ""müstahkem mevki, karakol"" sözcüğünden alıntıdır. </p>";
aday;"<p> <b>Türkiye Türkçesi</b> <i>ad</i> sözcüğünden Yeni Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=y&amp;ww=%2B%28g%29Ay"">+(g)Ay</a> ekiyle türetilmiştir.</p>";
abra|mak;"<p> <b>Moğolca </b> <i>abura-</i> ""korumak, kurtarmak, yardım etmek"" sözcüğü ile eş kökenlidir. </p>";<p>abranmak, abratmak</p>
âciz;"<p> <b>Arapça</b> <i>ˁcz</i> kökünden gelen <i>ˁāciz</i> عاجز <span style=""visibility:hidden;font-size:0px"">z</span> ""acz gösteren, güçsüz"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ˁaciza</i> عجز <span style=""visibility:hidden;font-size:0px"">z</span> ""güçsüz ve düşkün idi"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=f%C4%81%CB%81il"">fāˁil</a> vezninde etken fiil sıfatııdır. </p>";
abaza;<p> Bu sözcüğün kökeni belirsizdir. </p>;
acil;"<p> <b>Arapça</b> <i>ˁcl</i> kökünden gelen <i>ˁācil</i> عاجل <span style=""visibility:hidden;font-size:0px"">z</span> ""acele eden"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ˁacala</i> عجل <span style=""visibility:hidden;font-size:0px"">z</span> ""acele etti"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=f%C4%81%CB%81il"">fāˁil</a> vezninde etken fiil sıfatııdır. </p>";
adem;"<p> <b>Arapça</b> <i>ˁdm</i> kökünden gelen <i>ˁadam</i> عدم <span style=""visibility:hidden;font-size:0px"">z</span> ""yokluk"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ˁadima</i> عدم <span style=""visibility:hidden;font-size:0px"">z</span> ""yok idi, eksik idi"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81al"">faˁal</a> vezninde türevidir.</p>";
acente;"<p> <b>İtalyanca</b> <i>agente</i> ""başkası adına iş yapan, vekil"" sözcüğünden alıntıdır. İtalyanca sözcük <b>Latince</b> <i>agens, agent-</i> ""1. yapan, eyleyen, iş gören, 2. vekil"" sözcüğünden evrilmiştir. Bu sözcük <b>Latince</b> <i>agere, act-</i> ""yapmak, etmek"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bent%C2%B0"">+ent°</a> ekiyle türetilmiştir.</p>";
abat;"<p> <b>Farsça</b> <i>ābād </i>veya<i> ābādān</i> آباد/آبادان <span style=""visibility:hidden;font-size:0px"">z</span> ""bayındır, mamur"" fiilinden alıntıdır. Farsça fiil <b>Orta Farsça</b> aynı anlama gelen <i>ābād </i>veya<i> āpātān</i> fiilinden evrilmiştir. Bu sözcük <b>Proto-İranca (Ana-İranca)</b> yazılı örneği bulunmayan <i>*ā-pāta-</i> ""korunmuş"" sözcüğünden evrilmiştir. Bu sözcük <b>Proto-İranca (Ana-İranca)</b> yazılı örneği bulunmayan <i>*pāta-</i> ""bakmak, korumak"" fiilinden türetilmiştir. </p>";"<p><a href=""?k=ova&amp;lnk=1"" style=""text-decoration:underline;color:"">ova</a> </p>"
açma;"<p> <b>Türkiye Türkçesi</b> <i>aç-</i> fiilinden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BmA"">+mA</a> ekiyle türetilmiştir.</p>";
acaba;"<p> <b>Arapça</b> <i>ˁacabā</i> عجباً <span style=""visibility:hidden;font-size:0px"">z</span> ""«şaşırarak, hayret ederek», soru sözcüğü"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ˁcb</i> kökünden gelen <i>ˁacab</i> عجب <span style=""visibility:hidden;font-size:0px"">z</span> ""şaşırma, hayret"" sözcüğünün zarfıdır. </p>";
abraş;"<p> <b>Arapça</b> <i>brş</i> kökünden gelen <i>abraş</i> أبْرَش <span style=""visibility:hidden;font-size:0px"">z</span> ""çilli, alaca benekli (at)"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>baraş</i> بَرَش <span style=""visibility:hidden;font-size:0px"">z</span> ""çil, benek (özellikle atta)"" sözcüğünün <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=af%CB%81al"">afˁal</a> vezninde sıfatıdır. </p>";
aç;"<p> <b>Eski Türkçe</b> <i>āç</i> ""aç, açlık (isim ve sıfat)"" sözcüğünden evrilmiştir. </p>";"<p><a href=""?k=ac%C4%B1k-&amp;lnk=1"" style=""text-decoration:underline;color:"">acık-</a> </p>"
aban|mak;"<p> <b>Arapça</b> <i>abāˀ</i> ""keçe üstlük"" sözcüğünden türetilmiş olabilir; ancak bu kesin değildir. </p>";
aba;"<p> <b>Arapça</b> <i>abāˀ </i>veya<i> ḳabāˀ</i> أباء/قباء <span style=""visibility:hidden;font-size:0px"">z</span> ""keçe cübbe"" sözcüğünden alıntıdır. Arapça sözcük <b>Aramice/Süryanice</b> aynı anlama gelen <i>ḳəbāyā</i> קביא <span style=""visibility:hidden;font-size:0px"">z</span> sözcüğü ile eş kökenlidir. </p>";"<p><a href=""?k=aban-&amp;lnk=1"" style=""text-decoration:underline;color:"">aban-</a> </p>"
açkı;"<p> <b>Türkiye Türkçesi</b> <i>aç-</i> fiilinden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BgU"">+gU</a> ekiyle türetilmiştir.</p>";
açıkla|mak;"<p> <b>Türkiye Türkçesi</b> <i>açık</i> sözcüğünden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BlA-"">+lA-</a> ekiyle türetilmiştir. Türkçe sözcük <b>Türkiye Türkçesi</b> <i>aç-</i> fiilinden türetilmiştir. </p>";<p>açıklama, açıklanmak, açıklatmak</p>
adaş;"<p> <b>Türkiye Türkçesi</b> <i>ad</i> sözcüğünden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BdA%C5%9F"">+dAş</a> ekiyle türetilmiştir.</p>";
acele;"<p> <b>Arapça</b> <i>ˁcl</i> kökünden gelen <i>ˁacala(t) </i>veya<i> ˁacila(t)</i> عَجَِلة <span style=""visibility:hidden;font-size:0px"">z</span> ""ivme, evecenlik"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ˁacila</i> عَجِلَ <span style=""visibility:hidden;font-size:0px"">z</span> ""acele etti"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81ala%28t%29"">faˁala(t)</a> vezninde masdarıdır. </p>";"<p><a href=""?k=acil&amp;lnk=1"" style=""text-decoration:underline;color:"">acil</a>, <a href=""?k=acul&amp;lnk=1"" style=""text-decoration:underline;color:"">acul</a>, <a href=""?k=istical&amp;lnk=1"" style=""text-decoration:underline;color:"">istical</a>, <a href=""?k=muaccel&amp;lnk=1"" style=""text-decoration:underline;color:"">muaccel</a>, <a href=""?k=m%C3%BCstacel&amp;lnk=1"" style=""text-decoration:underline;color:"">müstacel</a> </p>"
adak;"<p> <b>Türkiye Türkçesi</b> <i>ada-</i> ""söz vermek, söz kesmek"" fiilinden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BUk"">+Uk</a> ekiyle türetilmiştir.</p>";
acı|mak;"<p> <b>Eski Türkçe</b> <i>açı-</i> ""1. acılaşmak, ekşimek, 2. canı yanmak"" fiilinden evrilmiştir. </p>";"<p><a href=""?k=ac%C4%B1&amp;lnk=1"" style=""text-decoration:underline;color:"">acı</a> </p>"
ad;"<p> <b>Eski Türkçe</b> <i>āt</i> ""isim, unvan"" sözcüğünden evrilmiştir. </p>";"<p><a href=""?k=ada-&amp;lnk=1"" style=""text-decoration:underline;color:"">ada-</a> (<a href=""?k=adak&amp;lnk=1"" style=""text-decoration:underline;color:"">adak</a>), <a href=""?k=ada%C5%9F&amp;lnk=1"" style=""text-decoration:underline;color:"">adaş</a>, <a href=""?k=aday&amp;lnk=1"" style=""text-decoration:underline;color:"">aday</a>, <a href=""?k=ad%C4%B1l&amp;lnk=1"" style=""text-decoration:underline;color:"">adıl</a>, <a href=""?k=ata-&amp;lnk=1"" style=""text-decoration:underline;color:"">ata-</a> </p>"
ada;"<p> <b>Orta Türkçe</b> <i>atağ</i> ""ada"" sözcüğünden evrilmiştir. Türkçe sözcük <b>Eski Türkçe</b> <i>otruġ</i> ""ayrılmış veya kesilmiş yer, ada"" sözcüğü ile eş kökenlidir. Bu sözcük <b>Eski Türkçe</b> <i>otrul-</i> ""kesilmek"" sözcüğünden türetilmiştir. </p>";"<p><a href=""?k=yar%C4%B1mada&amp;lnk=1"" style=""text-decoration:underline;color:"">yarımada</a> </p>"
abstre;"<p> <b>Fransızca </b> <i>abstrait</i> ""soyut, özet, hülasa"" sözcüğünden alıntıdır. Fransızca sözcük <b>Latince</b> aynı anlama gelen <i>abstractus</i> sözcüğünden evrilmiştir. Bu sözcük <b>Latince</b> <i>abstrahere</i> ""bir bütünden çekip ayırmak, özünü almak, suyunu sıkmak"" fiilinin geçmiş zaman fiil-sıfatııdır. Latince fiil <b>Latince</b> <i>trahere, tract-</i> ""çekmek"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=p&amp;ww=ab%2B"">ab+</a> önekiyle türetilmiştir.</p>";
abandone;"<p> <b>Fransızca </b> <i>s'abandonner</i> ""(yargıya) boyun eğmek, vazgeçmek, pes etmek"" fiilinden alıntıdır. Fransızca fiil <b>Fransızca </b> <i>abandonner</i> ""yargılamak, yasaklamak"" deyiminden türetilmiştir. Bu sözcük <b>Eski Fransızca</b> <i>ban </i>veya<i> bandon</i> ""yargı, yasak"" sözcüğünün isimden türetilmiş fiilidir. </p>";
acayip;"<p> <b>Arapça</b> <i>min al-ˁacāˀib</i> من العجائب <span style=""visibility:hidden;font-size:0px"">z</span> ""tuhaf şeylerden (biri)"" deyiminden türetilmiştir. Arapça deyim <b>Arapça</b> <i>ˁcb</i> kökünden gelen <i>ˁacāˀib</i> عجائب <span style=""visibility:hidden;font-size:0px"">z</span> ""tuhaf şeyler"" sözcüğünden türetilmiştir. Bu sözcük <b>Arapça</b> <i>ˁacība(t) </i> عجيبة <span style=""visibility:hidden;font-size:0px"">z</span> ""tuhaf şey, hilkat garibesi"" sözcüğünün <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81%C4%81%CB%80il"">faˁāˀil</a> vezninde çoğuludur. </p>";<p>acayipleşmek, acayiplik, alelacayip</p>
acep;"<p> <b>Arapça</b> <i>ˁcb</i> kökünden gelen <i>ˁacab</i> عجب <span style=""visibility:hidden;font-size:0px"">z</span> ""şaşkınlık, hayret"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ˁaciba</i> عجب <span style=""visibility:hidden;font-size:0px"">z</span> ""şaşırdı, hayret etti"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81al"">faˁal</a> vezninde türevidir.</p>";"<p><a href=""?k=acaba&amp;lnk=1"" style=""text-decoration:underline;color:"">acaba</a>, <a href=""?k=acayip&amp;lnk=1"" style=""text-decoration:underline;color:"">acayip</a>, <a href=""?k=taacc%C3%BCp&amp;lnk=1"" style=""text-decoration:underline;color:"">taaccüp</a>, <a href=""?k=ucube&amp;lnk=1"" style=""text-decoration:underline;color:"">ucube</a> </p>"
abidik gubidik;<p> Bu sözcüğün kökeni belirsizdir. </p>;
ablatif;"<p> <b>Fransızca </b> <i>ablatif</i> veya <b>Almanca </b> <i>Ablativ</i> ""gramerde ismin den hali"" sözcüğünden alıntıdır. Bu sözcük <b>Latince</b> aynı anlama gelen <i>ablativus</i> sözcüğünden alıntıdır. Latince sözcük <b>Latince</b> <i>abferre, ablat-</i> ""bir yerden taşımak"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2B%28%29tiv%C2%B0"">+()tiv°</a> ekiyle türetilmiştir. Latince fiil <b>Latince</b> <i>ferre, lat-</i> ""taşımak"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=p&amp;ww=ab%2B"">ab+</a> önekiyle türetilmiştir.</p>";
